날짜 시가 고가 저가 종가 거래량 거래대금 상장주식수 시가총액 외국인현보유수량 기관순매수
20180912 10065 10065 10060 10065 27 0 800000 8052000000 0 -27
20180913 10055 10055 10055 10055 9 0 800000 8044000000 0 -9
20180914 10045 10045 10035 10035 10 0 800000 8028000000 0 -10
20180917 10060 10060 10060 10060 0 0 800000 8048000000 0 0
20180918 10080 10080 10080 10080 0 0 800000 8064000000 0 0
20180919 10170 10170 10170 10170 0 0 800000 8136000000 0 0
20180920 10225 10225 10220 10220 1390 14000000 800000 8176000000 0 -1390
20180921 10165 10165 10165 10165 9 0 800000 8132000000 0 9
20180927 10170 10170 10170 10170 300 3000000 800000 8136000000 0 -300
20180928 10155 10155 10155 10155 100 1000000 800000 8124000000 0 -100
20181001 10220 10225 10200 10225 305 3000000 800000 8180000000 0 295
20181002 10235 10235 10235 10235 2 0 800000 8188000000 0 2
20181004 10475 10475 10475 10475 0 0 800000 8380000000 0 0
20181005 10440 10470 10440 10465 201 2000000 800000 8372000000 0 -199
20181008 10570 10595 10570 10570 6 0 800000 8456000000 0 4
20181010 10500 10500 10500 10500 1 0 800000 8400000000 0 -1
20181011 10445 10445 10445 10445 0 0 800000 8356000000 0 0
20181012 10435 10440 10425 10425 129 1000000 800000 8340000000 0 -127
20181015 10410 10410 10405 10405 1420 15000000 800000 8324000000 0 -1420
20181016 10405 10425 10405 10425 1453 15000000 800000 8340000000 0 1453
20181017 10420 10420 10420 10420 0 0 800000 8336000000 0 0
20181018 10485 10495 10485 10490 22 0 800000 8392000000 0 -2
20181019 10455 10455 10455 10455 1 0 800000 8364000000 0 1
20181022 10485 10485 10485 10485 19 0 800000 8388000000 0 19
20181023 10470 10470 10470 10470 0 0 800000 8376000000 0 0
20181024 10450 10470 10450 10470 13 0 800000 8376000000 0 5
20181025 10415 10415 10415 10415 50 1000000 800000 8332000000 0 -50
20181026 10405 10405 10405 10405 0 0 800000 8324000000 0 0
20181029 10370 10370 10370 10370 200 2000000 800000 8296000000 0 200
20181030 10400 10410 10400 10410 196 2000000 800000 8328000000 0 196
20181031 10455 10485 10455 10485 46 0 800000 8388000000 0 44
20181101 10525 10545 10525 10545 98 1000000 800000 8436000000 0 92
20181102 10530 10535 10530 10535 100 1000000 800000 8428000000 0 95
20181105 10605 10605 10605 10605 45 0 800000 8484000000 0 45
20181106 10600 10600 10595 10595 11 0 800000 8476000000 0 -11
20181107 10570 10615 10570 10615 16 0 800000 8492000000 0 16
20181108 10590 10590 10590 10590 0 0 800000 8472000000 0 0
20181109 10565 10565 10565 10565 0 0 800000 8452000000 0 0
20181112 10515 10515 10495 10495 408 4000000 800000 8396000000 0 406
20181113 10465 10465 10465 10465 0 0 800000 8372000000 0 0
20181114 10445 10445 10445 10445 10 0 800000 8356000000 0 -10
20181115 10425 10425 10425 10425 10 0 800000 8340000000 0 10
20181116 10450 10450 10450 10450 10 0 800000 8360000000 0 -10
20181119 10360 10370 10360 10370 2 0 800000 8296000000 0 -1
20181120 10380 10380 10360 10360 13 0 800000 8288000000 0 11
20181121 10375 10375 10375 10375 10 0 800000 8300000000 0 -10
20181122 10345 10365 10340 10365 205 2000000 800000 8292000000 0 5
20181123 10360 10360 10360 10360 50 1000000 800000 8288000000 0 50
20181126 10350 10360 10330 10330 204 2000000 800000 8264000000 0 -104
20181127 10360 10360 10360 10360 1 0 800000 8288000000 0 -1
20181128 10365 10365 10365 10365 0 0 800000 8292000000 0 0
20181129 10365 10365 10365 10365 0 0 800000 8292000000 0 0
20181130 10370 10370 10370 10370 0 0 800000 8296000000 0 0
20181203 10375 10375 10375 10375 490 5000000 800000 8300000000 0 490
20181204 10155 10155 10155 10155 2 0 800000 8124000000 0 2
20181205 10125 10125 10125 10125 2 0 800000 8100000000 0 -2
20181206 10080 10080 10075 10075 27 0 800000 8060000000 0 -27
20181207 10075 10075 10075 10075 0 0 800000 8060000000 0 0
20181210 10015 10055 10015 10055 2 0 800000 8044000000 0 0
20181211 10045 10045 10045 10045 0 0 800000 8036000000 0 0
20181212 10045 10045 10045 10045 0 0 800000 8036000000 0 0
20181213 10055 10055 10055 10055 0 0 800000 8044000000 0 0
20181214 10075 10075 10075 10075 5 0 800000 8060000000 0 -5
20181217 10040 10040 10040 10040 1 0 800000 8032000000 0 1
20181218 9995 9995 9995 9995 0 0 800000 7996000000 0 0
20181219 9900 9925 9900 9925 26 0 800000 7940000000 0 -24
20181220 9745 9750 9745 9750 35 0 800000 7800000000 0 -35
20181221 9850 9850 9850 9850 156 2000000 800000 7880000000 0 156
20181224 9850 9850 9850 9850 0 0 800000 7880000000 0 0
20181226 9785 9785 9785 9785 0 0 800000 7828000000 0 0
20181227 9850 9850 9850 9850 0 0 800000 7880000000 0 0
20181228 9895 9895 9895 9895 1 0 800000 7916000000 0 -1
20190102 9810 9810 9810 9810 5 0 800000 7848000000 0 5
