Name,Code,Stock,capitalization
삼성전자,A005930,5969782,323562184400000
SK하이닉스,A000660,728002365,63991407883500
삼성전자우,A005935,822886700,37482489185000
삼성바이오로직스,A207940,66165000,30667477500000
NAVER,A035420,164813395,28677530730000
LG화학,A051910,70592343,25977982224000
현대차,A005380,213668187,24571841505000
셀트리온,A068270,128343951,21818471670000
삼성SDI,A006400,68764530,20285536350000
현대모비스,A012330,95306694,20014405740000
삼성물산,A028260,189690043,20012299536500
LG생활건강,A051900,15618197,19069818537000
SK텔레콤,A017670,80745711,17158463587500
POSCO,A005490,87186835,17045026242500
KB금융,A105560,415807920,16174928088000
신한지주,A055550,482432493,15582569523900
카카오,A035720,86543712,14885518464000
기아차,A000270,405363347,14694421328750
엔씨소프트,A036570,21954022,14248160278000
한국전력,A015760,641964077,13673834840100
SK,A034730,70360297,13509177024000
삼성에스디에스,A018260,77377800,12883403700000
삼성생명,A032830,200000000,11700000000000
LG,A003550,172557131,11647606342500
KT&G,A033780,137292497,11628674495900
SK이노베이션,A096770,92465564,10448608732000
LG전자,A066570,163647814,9884327965600
하나금융지주,A086790,300242062,9427600746800
아모레퍼시픽,A090430,58458490,9411816890000
삼성전기,A009150,74693696,9411405696000
삼성화재,A000810,47374837,9380217726000
셀트리온헬스케어,A091990,143946791,9327752056800
고려아연,A010130,18870000,7821615000000
넷마블,A251270,85752124,7597638186400
S-Oil,A010950,112582792,7498013947200
한국조선해양,A009540,70773116,7360404064000
우리금융지주,A316140,722267683,6940992433630
KODEX 200,A069500,240950000,6551430500000
롯데케미칼,A011170,34275419,6426641062500
KT,A030200,261111808,6240572211200
LG유플러스,A032640,436611361,5763269965200
한온시스템,A018880,533800000,5631590000000
기업은행,A024110,577156979,5488762870290
아모레G,A002790,82458180,5112407160000
코웨이,A021240,73799619,5084793749100
강원랜드,A035250,213940500,4877843400000
LG디스플레이,A034220,357815700,4866293520000
현대글로비스,A086280,37500000,4612500000000
현대중공업지주,A267250,16286617,4405529898500
미래에셋대우,A006800,658316408,4173726026720
에이치엘비,A028300,43088241,4158015256500
한진칼,A180640,59170458,3976254777600
삼성카드,A029780,115858891,3904444626700
맥쿼리인프라,A088980,349044336,3874392129600
현대건설,A000720,111355765,3864045045500
GS,A078930,92915378,3832759342500
오리온,A271560,39536132,3728257247600
CJ제일제당,A097950,15054186,3673221384000
삼성중공업,A010140,630000000,3672900000000
한국금융지주,A071050,55725992,3499592297600
포스코케미칼,A003670,60988220,3348253278000
TIGER 200,A102110,118050000,3212140500000
현대제철,A004020,133445785,3182681972250
한국타이어앤테크놀로지,A161390,123875069,3158814259500
호텔신라,A008770,39248121,3151624116300
에스원,A012750,37999178,3123532431600
한미약품,A128940,11843029,3091030569000
LG이노텍,A011070,23667107,3076723910000
DB손해보험,A005830,70800000,3065640000000
롯데지주,A004990,104909237,3047613334850
CJ대한통운,A000120,22812344,3045447924000
삼성증권,A016360,89300000,2955830000000
이마트,A139480,27875819,2926960995000
한화솔루션,A009830,161479290,2882405326500
유한양행,A000100,13371362,2861471468000
두산밥캣,A241560,100249166,2847076314400
NH투자증권,A005940,281408887,2808460692260
삼성엔지니어링,A028050,196000000,2763600000000
CJ ENM,A035760,21929154,2758687573200
현대차2우B,A005387,36485451,2732760279900
GS리테일,A007070,77000000,2721950000000
롯데쇼핑,A023530,28288755,2693089476000
BGF리테일,A282330,17283906,2618511759000
한국가스공사,A036460,92313000,2593995300000
더존비즈온,A012510,29672700,2551852200000
대림산업,A000210,34800000,2523000000000
한국항공우주,A047810,97475107,2500236494550
쌍용양회,A003410,503859595,2486547101325
대우조선해양,A042660,107205752,2374607406800
CJ,A001040,29176998,2348748339000
휠라홀딩스,A081660,61115070,2346818688000
신세계,A004170,9845181,2323462716000
펄어비스,A263750,13023000,2307675600000
제일기획,A030000,115041225,2226047703750
메리츠종금증권,A008560,617310701,2145154685975
일진머티리얼즈,A020150,46110835,2137237202250
대한항공,A003490,94844634,2115035338200
GS건설,A006360,80097804,2102567355000
KODEX 레버리지,A122630,175200000,2083128000000
스튜디오드래곤,A253450,28096370,2070702469000
현대해상,A001450,89400000,2020440000000
BNK금융지주,A138930,325935246,2011020467820
팬오션,A028670,534569207,1996615988145
한미사이언스,A008930,66011149,1960531125300
케이엠더블유,A032500,39820883,1937285957950
SKC,A011790,37534555,1929276127000
하이트진로,A000080,70133611,1865554052600
포스코인터내셔널,A047050,123375149,1844458477550
금호석유,A011780,30467691,1806734076300
오뚜기,A007310,3605237,1791802789000
메디톡스,A086900,5815090,1706728915000
대우건설,A047040,415622638,1683271683900
에코프로비엠,A247540,20555966,1671200035800
메리츠화재,A000060,113680000,1671096000000
현대백화점,A069960,23402441,1659233066900
KODEX MSCI Korea TR,A278540,192100000,1658783500000
휴젤,A145020,4319765,1619479898500
현대차우,A005385,24356685,1614848215500
농심,A004370,6082642,1605817488000
SK머티리얼즈,A036490,10547673,1561055604000
동서,A026960,99700000,1560305000000
LG생활건강우,A051905,2099697,1539077901000
원익IPS,A240810,49083901,1528963516150
KODEX 삼성그룹,A102780,223600000,1512654000000
한샘,A009240,23533928,1506171392000
솔브레인,A036830,17398271,1504950441500
한화,A000880,74958735,1502922636750
한전KPS,A051600,45000000,1496250000000
파라다이스,A034230,90942672,1491459820800
KCC,A002380,8886471,1479597421500
현대엘리베이,A017800,27199334,1463324169200
키움증권,A039490,22099740,1460792814000
효성,A004800,21071025,1460222032500
F&F,A007700,15400000,1456840000000
KODEX 단기채권,A153130,14266000,1453848060000
현대미포조선,A010620,39942149,1447902901250
LG화학우,A051915,7688800,1437805600000
한화생명,A088350,868530000,1433074500000
메리츠금융지주,A138040,140224314,1430288002800
한화에어로스페이스,A012450,51560000,1417900000000
제넥신,A095700,23761297,1416173301200
만도,A204320,46957120,1399322176000
영원무역,A111770,44311468,1395811242000
NHN,A181710,19565025,1363682242500
셀트리온제약,A068760,34092424,1360287717600
이노션,A214320,20000000,1354000000000
헬릭스미스,A084990,21415088,1329876964800
녹십자,A006280,11686538,1326422063000
에스에프에이,A056190,35908760,1319646930000
신세계인터내셔날,A031430,7140000,1310190000000
고영,A098460,13730951,1309932725400
LS산전,A010120,30000000,1308000000000
KODEX 200TR,A278530,151800000,1303203000000
KODEX 종합채권(AA-이상)액티브,A273130,11834000,1302745890000
코미팜,A041960,63924375,1268898843750
컴투스,A078340,12866420,1255762592000
두산중공업,A034020,246249720,1233711097200
리노공업,A058470,15242370,1231583496000
한올바이오파마,A009420,52240638,1225042961100
지누스,A013890,14206749,1218939064200
메지온,A140410,8705952,1217092089600
대웅제약,A069620,11586575,1216590375000
KBSTAR 200,A148020,44550000,1211091750000
알테오젠,A196170,13896750,1202068875000
OCI,A010060,23849371,1174581521750
LS,A006260,32200000,1160810000000
TIGER TOP10,A292150,130950000,1146467250000
아이티엠반도체,A084850,22831999,1146166349800
한국테크놀로지그룹,A000240,93020173,1139497119250
TIGER 단기통안채,A157450,11306000,1133426500000
KODEX 코스닥150 레버리지,A233740,158200000,1127175000000
현대로템,A064350,85000000,1122000000000
영풍,A000670,1842040,1094171760000
이오테크닉스,A039030,12319550,1089048220000
젬백스,A082270,39199613,1077989357500
SK네트웍스,A001740,248187647,1074652511510
DB하이텍,A000990,44398588,1056686394400
금호타이어,A073240,287260287,1052808951855
에이치엘비생명과학,A067630,47060453,1051801124550
TIGER MSCI Korea TR,A310970,97100000,1049165500000
한솔케미칼,A014680,11295195,1048194096000
현대위아,A011210,27195083,1045650941350
GKL,A114090,61855670,1039175256000
현대상선,A011200,316552195,1030377394725
JB금융지주,A175330,196982894,986884298940
태영건설,A009410,76400000,985560000000
SKC코오롱PI,A178920,29366322,983771787000
코리안리,A003690,120369116,981008295400
TRUE 코스피 양매도 5% OTM ETN,Q570019,98900000,974165000000
KODEX Top5PlusTR,A315930,74100000,958854000000
씨젠,A096530,26234020,957541730000
DGB금융지주,A139130,169145833,948908123130
NICE평가정보,A030190,60714820,947151192000
종근당,A185750,10885685,940523184000
한국콜마,A161890,22881180,936984321000
두산,A000150,16523835,922029993000
영진약품,A003520,182892731,916292582310
화승엔터프라이즈,A241590,60536670,908050050000
아시아나항공,A020560,223235294,907451470110
HANARO 200,A293180,33250000,904233750000
