날짜 시간 시가 고가 저가 종가 거래량
20190102 1001 46700 46900 46650 46850 42321
20190102 1002 46850 46900 46650 46650 11331
20190102 1003 46650 46700 46550 46550 1967
20190102 1004 46550 46700 46500 46650 2025
20190102 1005 46650 46750 46550 46550 3188
20190102 1006 46600 46650 46600 46600 1538
20190102 1007 46600 46600 46450 46550 3497
20190102 1008 46550 46600 46550 46550 801
20190102 1009 46550 46650 46550 46650 1063
20190102 1010 46600 46650 46600 46600 781
20190102 1011 46600 46650 46600 46600 444
20190102 1012 46600 46650 46500 46500 2347
20190102 1013 46500 46500 46350 46350 4468
20190102 1014 46350 46500 46350 46500 1932
20190102 1015 46500 46550 46450 46450 848
20190102 1016 46450 46500 46300 46350 3328
20190102 1017 46300 46350 46250 46250 1107
20190102 1018 46250 46450 46250 46450 7523
20190102 1019 46450 46450 46400 46450 1024
20190102 1020 46500 46500 46400 46450 808
20190102 1021 46450 46500 46400 46400 669
20190102 1022 46450 46450 46400 46400 357
20190102 1023 46400 46450 46400 46400 524
20190102 1024 46400 46450 46400 46400 1229
20190102 1025 46400 46450 46400 46400 871
20190102 1026 46400 46450 46400 46400 798
20190102 1027 46450 46500 46400 46400 1387
20190102 1028 46450 46450 46400 46400 501
20190102 1029 46450 46500 46400 46450 800
20190102 1030 46500 46850 46450 46500 12840
20190102 1031 46500 46600 46500 46500 3677
20190102 1032 46500 46500 46400 46400 3580
20190102 1033 46400 46500 46400 46500 1544
20190102 1034 46500 46550 46450 46500 2911
20190102 1035 46500 46600 46500 46550 532
20190102 1036 46550 46600 46550 46600 329
20190102 1037 46600 46600 46550 46550 512
20190102 1038 46550 46600 46550 46550 432
20190102 1039 46550 46600 46500 46550 4375
20190102 1040 46500 46550 46500 46500 276
20190102 1041 46500 46550 46500 46500 685
20190102 1042 46500 46550 46500 46500 319
20190102 1043 46500 46550 46500 46500 360
20190102 1044 46550 46550 46500 46550 460
20190102 1045 46500 46550 46500 46500 1298
20190102 1046 46500 46550 46450 46450 14371
20190102 1047 46450 46500 46400 46450 2050
20190102 1048 46500 46500 46450 46450 1291
20190102 1049 46500 46500 46450 46450 369
20190102 1050 46450 46500 46450 46450 365
20190102 1051 46450 46500 46400 46400 6063
20190102 1052 46400 46450 46400 46400 496
20190102 1053 46400 46450 46400 46450 1765
20190102 1054 46450 46450 46400 46400 481
20190102 1055 46450 46450 46400 46400 811
20190102 1056 46400 46450 46300 46300 8782
20190102 1057 46350 46350 46250 46300 5364
20190102 1058 46300 46350 46250 46250 1722
20190102 1059 46250 46300 46250 46250 681
20190102 1100 46250 46300 46250 46250 1321
20190102 1101 46250 46300 46250 46300 1205
20190102 1102 46300 46300 46200 46300 3148
20190102 1103 46300 46350 46300 46300 350
20190102 1104 46300 46350 46300 46350 862
20190102 1105 46300 46300 46250 46250 2457
20190102 1106 46300 46300 46250 46300 692
20190102 1107 46300 46300 46250 46300 520
20190102 1108 46300 46300 46200 46250 3754
20190102 1109 46250 46300 46200 46200 2248
20190102 1110 46250 46250 46200 46200 1560
20190102 1111 46200 46250 46200 46250 927
20190102 1112 46200 46250 46100 46200 6046
20190102 1113 46200 46250 46150 46150 3027
20190102 1114 46150 46200 46100 46100 1626
20190102 1115 46100 46150 46100 46100 1858
20190102 1116 46100 46150 46100 46150 1106
20190102 1117 46100 46250 46100 46250 3902
20190102 1118 46250 46250 46100 46150 2504
20190102 1119 46150 46200 46100 46100 1259
20190102 1120 46100 46150 46100 46100 408
20190102 1121 46100 46150 46100 46100 354
20190102 1122 46100 46150 46100 46100 939
20190102 1123 46100 46150 46100 46150 600
20190102 1124 46150 46150 46050 46100 9797
20190102 1125 46100 46100 46000 46050 2354
20190102 1126 46050 46100 46050 46050 349
20190102 1127 46050 46100 46050 46050 3461
20190102 1128 46050 46100 46050 46100 1041
20190102 1129 46100 46100 46050 46050 2753
20190102 1130 46050 46100 46050 46050 423
20190102 1131 46050 46100 46050 46100 600
20190102 1132 46100 46100 46000 46000 2214
20190102 1133 46000 46050 45950 45950 4303
20190102 1134 45950 46000 45900 45900 3164
20190102 1135 45950 46050 45850 46050 5435
20190102 1136 46000 46050 46000 46000 865
20190102 1137 46000 46050 46000 46000 662
20190102 1138 46050 46050 46000 46000 1439
20190102 1139 46050 46050 46000 46000 590
20190102 1140 46050 46050 46000 46000 1619
